Wall time,Step,Value
1701199383.8214676,249,0.0007102892268449068
1701199440.9857183,949,0.0007433618884533644
1701199483.405255,1349,0.0003034262917935848
1701199487.078276,1399,0.0003344303695484996
1701199560.4788938,2049,0.0002669674577191472
1701199599.3909404,2399,0.00045283359941095114
1701199604.9696434,2449,0.0005462917033582926
1701199671.5922809,3149,0.00029548455495387316
1701199676.7310913,3199,0.0004821500915568322
1701199695.179703,3399,0.0003513860865496099
1701199716.1983297,3599,0.00139645766466856
1701199746.5633342,3899,0.0005167360650375485
1701199769.254949,4149,0.0005207518697716296
1701199804.8517015,4499,0.000604900298640132
1701199859.3059018,4999,0.000350001995684579
1701199880.5698407,5199,0.00046829532948322594
1701199894.930589,5399,0.0007188930758275092
1701199966.666559,6099,0.0004338051367085427
1701199983.5265043,6299,0.00019037805031985044
1701199987.5342007,6349,0.0002540767309255898
1701199994.8603024,6449,0.000318613660056144
1701200003.9244342,6549,0.00021815818035975099
1701200032.9336653,6849,0.0002227596123702824
1701200129.9726195,7249,0.0002387075510341674
1701200141.570232,7399,0.00017262382607441396
1701200187.0871468,7899,0.00024718386703170836
1701200201.725695,8049,0.00012309811427257955
1701200211.7654982,8149,0.00034554043668322265
1701200219.0260735,8249,0.00011677325528580695
1701200256.2306552,8649,0.00019153521861881018
1701200281.5566916,8899,0.00014756049495190382
1701200347.401949,9599,0.00023956185032147914
1701200404.5430741,10199,0.00030414655338972807
1701200412.1002586,10299,0.00020405258692335337
1701200452.0456192,10699,0.0003048685903195292
1701200527.2675526,11499,0.00011870056187035516
1701200590.338192,12249,0.00016893717111088336
1701200595.5374646,12299,0.0002603366447146982
1701200657.8675244,12949,8.170011278707534e-05
1701200663.060694,12999,0.00034948275424540043
1701200720.967007,13599,0.00031823822064325213
1701200731.962551,13749,0.00025303431903012097
1701200831.2008238,14149,0.00023922357650008053
1701200845.7394214,14299,0.00020312287961132824
1701200869.7703347,14549,0.00032645039027556777
1701200889.6969168,14799,0.00022899334726389498
1701200950.964899,15449,0.0002106154861394316
1701200986.325961,15849,0.0001926661207107827
1701200996.5598736,15949,0.00034580955980345607
1701201001.8850355,15999,0.0005643236800096929
1701201017.0921607,16149,0.0002864896086975932
1701201128.1338642,17299,0.00027299736393615603
1701201134.2091649,17349,0.00012811511987820268
1701201193.6255038,17949,8.528468606527895e-05
1701201223.308028,18249,0.000537858169991523
1701201228.4947505,18299,0.0001896513276733458
1701201233.3087676,18349,0.00017377319454681128
1701201285.7472966,18949,0.00021231132268439978
1701201318.2805097,19349,0.0002527038159314543
1701201335.565941,19549,0.00020187771588098258
1701201345.6248965,19649,0.00017847682465799153
1701201368.3961158,19899,8.885285933502018e-05
1701201393.23047,20149,0.00018069884390570223
1701201403.1927302,20249,0.00029073754558339715
1701201509.9656477,20799,0.00026544160209596157
1701201540.213291,21099,0.00014634529361501336
1701201545.3396547,21149,0.0003632117877714336
1701201605.4719408,21849,9.573866555001587e-05
1701201610.179222,21899,0.00040821649599820375
