Wall time,Step,Value
1701094353.6594472,249,471.76434326171875
1701094521.0245605,949,20.872798919677734
1701094592.7339368,1349,7.414983749389648
1701094602.0767968,1399,9.29986572265625
1701094697.9765542,2049,8.263728141784668
1701094749.7167375,2399,10.88143253326416
1701094756.3083706,2449,7.516110420227051
1701094851.3196838,3149,4.354857444763184
1701094858.5276222,3199,8.971149444580078
1701094888.1175063,3399,3.811264991760254
1701094915.3211691,3599,14.130029678344727
1701094953.4171307,3899,3.321251153945923
1701094985.589888,4149,4.8258867263793945
1701095026.1891978,4499,9.474864959716797
1701095090.354246,4999,3.326836109161377
1701095117.8463907,5199,5.339408874511719
1701095144.2343175,5399,5.893797397613525
1701095227.6399264,6099,6.400705337524414
1701095248.6688046,6299,3.3407223224639893
1701095254.65762,6349,2.5061676502227783
1701095268.3011768,6449,1.3273422718048096
1701095280.3295534,6549,4.25541353225708
1701095312.711819,6849,1.912353515625
1701095427.1788964,7249,4.375167369842529
1701095443.281905,7399,2.451878547668457
1701095493.7461538,7899,4.333098411560059
1701095510.7265882,8049,6.563709259033203
1701095522.3954225,8149,2.2844135761260986
1701095533.910081,8249,4.686006546020508
1701095579.3924375,8649,4.229895114898682
1701095605.7549148,8899,3.543832778930664
1701095684.692125,9599,2.6187691688537598
1701095753.7468967,10199,2.2127304077148438
1701095765.7094786,10299,4.564939498901367
1701095808.130617,10699,2.795281410217285
1701095898.9432945,11499,3.5122618675231934
1701095979.9890795,12249,2.814207077026367
1701095984.7763028,12299,3.088583469390869
1701096054.684735,12949,2.9073896408081055
1701096060.6277518,12999,2.8957748413085938
1701096121.665693,13599,3.540072441101074
1701096135.551343,13749,4.472886562347412
1701096247.2787802,14149,3.574158191680908
1701096263.3165839,14299,2.230778455734253
1701096287.8654473,14549,1.9892957210540771
1701096309.2018683,14799,1.4734866619110107
1701096380.300525,15449,3.720782995223999
1701096422.3663163,15849,2.1894986629486084
1701096434.0505683,15949,2.221937417984009
1701096440.183649,15999,4.420439720153809
1701096457.2857418,16149,4.885677814483643
1701096585.6084023,17299,2.482166290283203
1701096591.3479202,17349,2.2152035236358643
1701096657.089134,17949,3.167480945587158
1701096693.9196954,18249,2.745114803314209
1701096699.1493745,18299,4.177972793579102
1701096703.3671305,18349,2.054588794708252
1701096770.1235316,18949,3.3429951667785645
1701096814.1958387,19349,3.4230611324310303
1701096835.4835694,19549,1.6467761993408203
1701096843.3334885,19649,4.001598358154297
1701096868.9185119,19899,3.6072075366973877
1701096897.4204862,20149,3.2019925117492676
1701096906.6268404,20249,2.3814542293548584
1701097030.931498,20799,2.2196521759033203
1701097065.3815055,21099,3.3589413166046143
1701097071.3625548,21149,2.263237237930298
1701097148.2399468,21849,1.9280848503112793
1701097153.74248,21899,2.018101930618286
1701097164.0835981,21999,3.236478328704834
