Wall time,Step,Value
1700668797.0855908,249,4.200993537902832
1700668907.8634038,949,0.9103015661239624
1700668966.2257497,1349,0.31883206963539124
1700668973.6910021,1399,1.455333948135376
1700669082.492344,2049,0.23655562102794647
1700669149.3253007,2399,0.25077739357948303
1700669157.897663,2449,0.7512547969818115
1700669260.5950887,3149,0.36228838562965393
1700669266.9519172,3199,0.6150643229484558
1700669291.963707,3399,0.22939015924930573
1700669322.9444656,3599,0.3349754810333252
1700669372.9140034,3899,0.20253974199295044
1700669408.448956,4149,0.30440348386764526
1700669456.530049,4499,0.1242322102189064
1700669524.2029407,4999,0.14190499484539032
1700669554.521273,5199,0.13071313500404358
1700669581.2275016,5399,0.3337133824825287
1700669677.3658805,6099,0.41939985752105713
1700669701.320099,6299,0.10520703345537186
1700669709.1512828,6349,0.0774829089641571
1700669722.0183759,6449,0.13844536244869232
1700669736.118561,6549,0.1279391646385193
1700669778.3522372,6849,0.3627225160598755
1700669914.3091004,7249,0.2671058773994446
1700669934.21473,7399,0.08650617301464081
1700669998.7504454,7899,0.27493658661842346
1700670016.9249043,8049,0.2250041663646698
1700670029.6182265,8149,0.31363460421562195
1700670041.2767334,8249,0.2005247175693512
1700670089.3274877,8649,0.07002519071102142
1700670118.5680492,8899,0.08300628513097763
1700670210.0108821,9599,0.0962040051817894
1700670287.3629498,10199,0.2152024805545807
1700670299.7494683,10299,0.35323742032051086
1700670345.105242,10699,0.2035052627325058
1700670440.5213625,11499,0.28365558385849
1700670531.205813,12249,0.22707197070121765
1700670536.0919025,12299,0.09180992096662521
1700670613.8221703,12949,0.12319163978099823
1700670620.099281,12999,0.09219478815793991
1700670689.9929512,13599,0.1038859412074089
1700670706.0122359,13749,0.1493232101202011
1700670836.1047122,14149,0.11456397920846939
1700670854.756449,14299,0.14683443307876587
1700670886.1264594,14549,0.10039275884628296
1700670915.4746256,14799,0.09844598174095154
1700670999.6548345,15449,0.0955430194735527
1700671045.9966435,15849,0.06326305121183395
1700671055.4119186,15949,0.25473257899284363
1700671060.5121124,15999,0.06557223200798035
1700671077.3733988,16149,0.06808005273342133
1700671207.3772378,17299,0.10004118829965591
1700671213.0197518,17349,0.06688956916332245
1700671285.0554662,17949,0.15039204061031342
1700671318.3417356,18249,0.09298713505268097
1700671325.090774,18299,0.11217980831861496
1700671331.1968687,18349,0.08839542418718338
1700671402.7125444,18949,0.2324065864086151
1700671451.1153483,19349,0.0505092591047287
1700671475.6786616,19549,0.07869131118059158
1700671487.876878,19649,0.14380855858325958
1700671516.8558123,19899,0.10857388377189636
1700671547.1457481,20149,0.09846599400043488
1700671559.268149,20249,0.2014865279197693
1700671698.6093302,20799,0.2437073290348053
1700671734.5664275,21099,0.14272506535053253
1700671741.0741851,21149,0.062324341386556625
1700671824.6904206,21849,0.10406648367643356
1700671830.860579,21899,0.12307586520910263
1700671843.6167543,21999,0.17474567890167236
1700671880.1762123,22349,0.1539619415998459
1700671966.5078468,23099,0.15799596905708313
1700671987.596221,23299,0.11613430827856064
1700672004.3400793,23449,0.09444276243448257
1700672015.9767065,23549,0.19719251990318298
1700672038.205077,23749,0.10514707863330841
1700672044.1373727,23799,0.14079593122005463
1700672069.3382504,24049,0.1204541027545929
1700672075.4036431,24099,0.08691791445016861
1700672109.5005724,24399,0.10158200562000275
1700672238.778288,25549,0.07863519340753555
1700672250.3154666,25649,0.09449256956577301
1700672256.0314562,25699,0.2208392173051834
1700672262.0677304,25749,0.033136866986751556
1700672280.6052866,25899,0.09018677473068237
1700672293.0388563,25999,0.08506119251251221
1700672371.1145735,26699,0.03223958611488342
1700672376.9123213,26749,0.0968092605471611
1700672389.3048863,26849,0.06073994189500809
1700672402.1407154,26949,0.07073047012090683
1700672415.532563,27049,0.07440653443336487
1700672440.1674237,27249,0.21375568211078644
1700672452.099815,27349,0.2651534974575043
1700672567.9667437,27649,0.20243632793426514
1700672591.6203775,27849,0.08746026456356049
1700672626.2791512,28149,0.036508772522211075
1700672636.9959347,28249,0.08157338201999664
1700672660.7421107,28449,0.08850916475057602
1700672757.1639333,29249,0.03016592748463154
1700672791.8718934,29549,0.10973978042602539
1700672814.8032012,29749,0.046493034809827805
1700672827.4957597,29849,0.04860994964838028
1700672932.9555163,30749,0.07424382865428925
1700672976.7133093,31149,0.10450508445501328
1700672981.8245583,31199,0.11240294575691223
1700673011.676319,31449,0.11440459638834
1700673017.3516319,31499,0.1058315560221672
1700673064.902193,31899,0.10948310047388077
1700673100.453745,32199,0.1987445205450058
1700673107.3146825,32249,0.02666425332427025
1700673136.3069184,32499,0.09317521750926971
1700673189.9380488,32949,0.08215166628360748
1700673241.4763947,33399,0.4521919786930084
1700673291.208995,33799,0.10275034606456757
1700673297.0133693,33849,0.0791274830698967
1700673469.9008532,34649,0.05712781473994255
1700673482.6222534,34749,0.06538619846105576
1700673648.6293406,36099,0.09742461144924164
1700673659.784696,36199,0.0674394965171814
1700673672.770447,36299,0.10162745416164398
1700673689.1726177,36449,0.04708584025502205
1700673707.48323,36599,0.047928132116794586
